"round","pick","overall","franchise_id","franchise_name","user_nickname","player_id","player_name","pos","team","bid_amount","nominating_team_id","is_keeper","can_keeper","autodraft_type","complete_date","in_progress","pick_id","drafted","lineupSlotId","memberId","tradeLocked"
1,1,1,4,"Royal T","tew 13",4242335,"Jonathan Taylor","RB","IND",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,1,true,2,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
1,2,2,5,"96' Dream  Team","espn97499985",3117251,"Christian McCaffrey","RB","SFO",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,2,true,2,,false
1,3,3,3,"Team Allie","ESPNfan6002754219",2977187,"Cooper Kupp","WR","LAR",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,3,true,4,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
1,4,4,8,"Run DKC","1Andrew49er1",3068267,"Austin Ekeler","RB","LAC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,4,true,2,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
1,5,5,1,"White Stoners ","21sam05",4262921,"Justin Jefferson","WR","MIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,5,true,4,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
1,6,6,6,"Its all Ball Bearings","Dylan Detwiler",4362628,"Ja'Marr Chase","WR","CIN",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,6,true,4,,false
1,7,7,2,"Remember The Titans","pjennings0",3043078,"Derrick Henry","RB","TEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,7,true,2,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
1,8,8,7,"Buckets DeVos","ESPNFAN2989215412",3116593,"Dalvin Cook","RB","MIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,8,true,2,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
2,1,9,7,"Buckets DeVos","ESPNFAN2989215412",16800,"Davante Adams","WR","OAK",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,9,true,4,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
2,2,10,2,"Remember The Titans","pjennings0",3054850,"Alvin Kamara","RB","NOS",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,10,true,2,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
2,3,11,6,"Its all Ball Bearings","Dylan Detwiler",4241457,"Najee Harris","RB","PIT",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,11,true,2,,false
2,4,12,1,"White Stoners ","21sam05",3116385,"Joe Mixon","RB","CIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,12,true,2,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
2,5,13,8,"Run DKC","1Andrew49er1",4259545,"D'Andre Swift","RB","DET",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,13,true,2,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
2,6,14,3,"Team Allie","ESPNfan6002754219",2976212,"Stefon Diggs","WR","BUF",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,14,true,4,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
2,7,15,5,"96' Dream  Team","espn97499985",3126486,"Deebo Samuel","WR","SFO",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,15,true,4,,false
2,8,16,4,"Royal T","tew 13",3918298,"Josh Allen","QB","BUF",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,16,true,0,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
3,1,17,4,"Royal T","tew 13",4241389,"CeeDee Lamb","WR","DAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,17,true,4,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
3,2,18,5,"96' Dream  Team","espn97499985",3116406,"Tyreek Hill","WR","MIA",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,18,true,4,,false
3,3,19,3,"Team Allie","ESPNfan6002754219",4038941,"Justin Herbert","QB","LAC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,19,true,0,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
3,4,20,8,"Run DKC","1Andrew49er1",3116365,"Mark Andrews","TE","BAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,20,true,6,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
3,5,21,1,"White Stoners ","21sam05",4361579,"Javonte Williams","RB","DEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,21,true,2,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
3,6,22,6,"Its all Ball Bearings","Dylan Detwiler",3115364,"Leonard Fournette","RB","TBB",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,22,true,2,,false
3,7,23,2,"Remember The Titans","pjennings0",15847,"Travis Kelce","TE","KCC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,23,true,6,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
3,8,24,7,"Buckets DeVos","ESPNFAN2989215412",3042519,"Aaron Jones","RB","GBP",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,24,true,2,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
4,1,25,7,"Buckets DeVos","ESPNFAN2989215412",3045147,"James Conner","RB","ARI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,25,true,23,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
4,2,26,2,"Remember The Titans","pjennings0",15818,"Keenan Allen","WR","LAC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,26,true,4,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
4,3,27,6,"Its all Ball Bearings","Dylan Detwiler",4239993,"Tee Higgins","WR","CIN",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,27,true,4,,false
4,4,28,1,"White Stoners ","21sam05",3929630,"Saquon Barkley","RB","NYG",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,28,true,23,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
4,5,29,8,"Run DKC","1Andrew49er1",16737,"Mike Evans","WR","TBB",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,29,true,4,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
4,6,30,3,"Team Allie","ESPNfan6002754219",4240021,"Cam Akers","RB","LAR",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,30,true,2,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
4,7,31,5,"96' Dream  Team","espn97499985",3915416,"DJ Moore","WR","CAR",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,31,true,23,,false
4,8,32,4,"Royal T","tew 13",3128720,"Nick Chubb","RB","CLE",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,32,true,2,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
5,1,33,4,"Royal T","tew 13",4035687,"Michael Pittman Jr.","WR","IND",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,33,true,4,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
5,2,34,5,"96' Dream  Team","espn97499985",4360248,"Kyle Pitts","TE","ATL",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,34,true,6,,false
5,3,35,3,"Team Allie","ESPNfan6002754219",4035538,"David Montgomery","RB","CHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,35,true,2,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
5,4,36,8,"Run DKC","1Andrew49er1",4047646,"A.J. Brown","WR","PHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,36,true,4,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
5,5,37,1,"White Stoners ","21sam05",3932905,"Diontae Johnson","WR","PIT",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,37,true,4,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
5,6,38,6,"Its all Ball Bearings","Dylan Detwiler",3121422,"Terry McLaurin","WR","WAS",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,38,true,23,,false
5,7,39,2,"Remember The Titans","pjennings0",4372016,"Jaylen Waddle","WR","MIA",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,39,true,4,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
5,8,40,7,"Buckets DeVos","ESPNFAN2989215412",3045138,"Mike Williams","WR","LAC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,40,true,4,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
6,1,41,7,"Buckets DeVos","ESPNFAN2989215412",3139477,"Patrick Mahomes","QB","KCC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,41,true,0,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
6,2,42,2,"Remember The Titans","pjennings0",4241372,"Marquise Brown","WR","ARI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,42,true,23,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
6,3,43,6,"Its all Ball Bearings","Dylan Detwiler",16731,"Brandin Cooks","WR","HOU",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,43,true,20,,false
6,4,44,1,"White Stoners ","21sam05",4374302,"Amon-Ra St. Brown","WR","DET",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,44,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
6,5,45,8,"Run DKC","1Andrew49er1",3917315,"Kyler Murray","QB","ARI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,45,true,0,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
6,6,46,3,"Team Allie","ESPNfan6002754219",2576925,"Darren Waller","TE","OAK",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,46,true,6,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
6,7,47,5,"96' Dream  Team","espn97499985",4427366,"Breece Hall","RB","NYJ",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,47,true,2,,false
6,8,48,4,"Royal T","tew 13",3040151,"George Kittle","TE","SFO",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,48,true,6,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
7,1,49,4,"Royal T","tew 13",4241463,"Jerry Jeudy","WR","DEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,49,true,23,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
7,2,50,5,"96' Dream  Team","espn97499985",3051392,"Ezekiel Elliott","RB","DAL",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,50,true,20,,false
7,3,51,3,"Team Allie","ESPNfan6002754219",16460,"Adam Thielen","WR","MIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,51,true,23,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
7,4,52,8,"Run DKC","1Andrew49er1",4241985,"J.K. Dobbins","RB","BAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,52,true,23,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
7,5,53,1,"White Stoners ","21sam05",3116165,"Chris Godwin","WR","TBB",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,53,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
7,6,54,6,"Its all Ball Bearings","Dylan Detwiler",3915511,"Joe Burrow","QB","CIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,54,true,0,"{710A7114-8574-4AC8-B3F2-DC814075E2B8}",false
7,7,55,2,"Remember The Titans","pjennings0",4239996,"Travis Etienne Jr.","RB","JAC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,55,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
7,8,56,7,"Buckets DeVos","ESPNFAN2989215412",4243537,"Gabe Davis","WR","BUF",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,56,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
8,1,57,7,"Buckets DeVos","ESPNFAN2989215412",4040655,"Darnell Mooney","WR","CHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,57,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
8,2,58,2,"Remember The Titans","pjennings0",4047365,"Josh Jacobs","RB","OAK",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,58,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
8,3,59,6,"Its all Ball Bearings","Dylan Detwiler",4241555,"Elijah Mitchell","RB","SFO",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,59,true,20,"{710A7114-8574-4AC8-B3F2-DC814075E2B8}",false
8,4,60,1,"White Stoners ","21sam05",3128429,"Courtland Sutton","WR","DEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,60,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
8,5,61,8,"Run DKC","1Andrew49er1",4047650,"DK Metcalf","WR","SEA",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,61,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
8,6,62,3,"Team Allie","ESPNfan6002754219",4242214,"Clyde Edwards-Helaire","RB","KCC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,62,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
8,7,63,5,"96' Dream  Team","espn97499985",3916387,"Lamar Jackson","QB","BAL",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,63,true,0,,false
8,8,64,4,"Royal T","tew 13",4045163,"Miles Sanders","RB","PHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,64,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
9,1,65,4,"Royal T","tew 13",4360294,"Antonio Gibson","RB","WAS",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,65,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
9,2,66,5,"96' Dream  Team","espn97499985",4040761,"Devin Singletary","RB","BUF",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,66,true,20,,false
9,3,67,3,"Team Allie","ESPNfan6002754219",4360238,"Dameon Pierce","RB","HOU",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,67,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
9,4,68,8,"Run DKC","1Andrew49er1",4040715,"Jalen Hurts","QB","PHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,68,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
9,5,69,1,"White Stoners ","21sam05",3120348,"JuJu Smith-Schuster","WR","KCC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,69,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
9,6,70,6,"Its all Ball Bearings","Dylan Detwiler",3117256,"Dalton Schultz","TE","DAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,70,true,6,"{710A7114-8574-4AC8-B3F2-DC814075E2B8}",false
9,7,71,2,"Remember The Titans","pjennings0",16799,"Allen Robinson II","WR","LAR",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,71,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
9,8,72,7,"Buckets DeVos","ESPNFAN2989215412",-16002,"Bills D/ST","DST","BUF",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,72,true,16,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
10,1,73,7,"Buckets DeVos","ESPNFAN2989215412",2330,"Tom Brady","QB","TBB",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,73,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
10,2,74,2,"Remember The Titans","pjennings0",14881,"Russell Wilson","QB","DEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,74,true,0,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
10,3,75,6,"Its all Ball Bearings","Dylan Detwiler",2976499,"Amari Cooper","WR","CLE",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,75,true,20,,false
10,4,76,1,"White Stoners ","21sam05",2577417,"Dak Prescott","QB","DAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,76,true,0,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
10,5,77,8,"Run DKC","1Andrew49er1",3059915,"Kareem Hunt","RB","CLE",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,77,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
10,6,78,3,"Team Allie","ESPNfan6002754219",3135321,"Hunter Renfrow","WR","OAK",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,78,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
10,7,79,5,"96' Dream  Team","espn97499985",2976316,"Michael Thomas","WR","NOS",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,79,true,20,,false
10,8,80,4,"Royal T","tew 13",4241478,"DeVonta Smith","WR","PHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,80,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
11,1,81,4,"Royal T","tew 13",3128390,"Allen Lazard","WR","GBP",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,81,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
11,2,82,5,"96' Dream  Team","espn97499985",4360939,"Rashod Bateman","WR","BAL",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,82,true,20,,false
11,3,83,3,"Team Allie","ESPNfan6002754219",-16018,"Saints D/ST","DST","NOS",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,83,true,16,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
11,4,84,8,"Run DKC","1Andrew49er1",3895856,"Christian Kirk","WR","JAC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,84,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
11,5,85,1,"White Stoners ","21sam05",4036133,"T.J. Hockenson","TE","MIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,85,true,6,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
11,6,86,6,"Its all Ball Bearings","Dylan Detwiler",4426502,"Drake London","WR","ATL",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,86,true,20,,false
11,7,87,2,"Remember The Titans","pjennings0",3121023,"Dallas Goedert","TE","PHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,87,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
11,8,88,7,"Buckets DeVos","ESPNFAN2989215412",3916148,"Tony Pollard","RB","DAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,88,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
12,1,89,7,"Buckets DeVos","ESPNFAN2989215412",4040980,"Irv Smith Jr.","TE","MIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,89,true,6,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
12,2,90,2,"Remember The Titans","pjennings0",15795,"DeAndre Hopkins","WR","ARI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,90,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
12,3,91,6,"Its all Ball Bearings","Dylan Detwiler",2577327,"Tyler Lockett","WR","SEA",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,91,true,20,,false
12,4,92,1,"White Stoners ","21sam05",3119195,"Chase Edmonds","RB","DEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,92,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
12,5,93,8,"Run DKC","1Andrew49er1",4360234,"Evan McPherson","K","CIN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,93,true,17,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
12,6,94,3,"Team Allie","ESPNfan6002754219",15683,"Justin Tucker","K","BAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,94,true,17,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
12,7,95,5,"96' Dream  Team","espn97499985",4372414,"Elijah Moore","WR","NYJ",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,95,true,20,,false
12,8,96,4,"Royal T","tew 13",8439,"Aaron Rodgers","QB","GBP",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,96,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
13,1,97,4,"Royal T","tew 13",3055899,"Harrison Butker","K","KCC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,97,true,17,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
13,2,98,5,"96' Dream  Team","espn97499985",4569173,"Rhamondre Stevenson","RB","NEP",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,98,true,20,,false
13,3,99,3,"Team Allie","ESPNfan6002754219",12483,"Matthew Stafford","QB","LAR",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,99,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
13,4,100,8,"Run DKC","1Andrew49er1",4240600,"Kadarius Toney","WR","KCC",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,100,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
13,5,101,1,"White Stoners ","21sam05",4239934,"AJ Dillon","RB","GBP",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,101,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
13,6,102,6,"Its all Ball Bearings","Dylan Detwiler",3925347,"Damien Harris","RB","NEP",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,102,true,20,,false
13,7,103,2,"Remember The Titans","pjennings0",-16011,"Colts D/ST","DST","IND",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,103,true,16,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
13,8,104,7,"Buckets DeVos","ESPNFAN2989215412",4258595,"Cole Kmet","TE","CHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,104,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
14,1,105,7,"Buckets DeVos","ESPNFAN2989215412",4249087,"Matt Gay","K","LAR",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,105,true,17,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
14,2,106,2,"Remember The Titans","pjennings0",4361370,"Chris Olave","WR","NOS",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,106,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
14,3,107,6,"Its all Ball Bearings","Dylan Detwiler",15807,"Cordarrelle Patterson","RB","ATL",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,107,true,20,,false
14,4,108,1,"White Stoners ","21sam05",4379399,"James Cook","RB","BUF",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,108,true,20,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
14,5,109,8,"Run DKC","1Andrew49er1",-16027,"Buccaneers D/ST","DST","TBB",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,109,true,16,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
14,6,110,3,"Team Allie","ESPNfan6002754219",4360438,"Brandon Aiyuk","WR","SFO",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,110,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
14,7,111,5,"96' Dream  Team","espn97499985",15835,"Zach Ertz","TE","ARI",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,111,true,20,,false
14,8,112,4,"Royal T","tew 13",15880,"Robert Woods","WR","TEN",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,112,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
15,1,113,4,"Royal T","tew 13",-16033,"Ravens D/ST","DST","BAL",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,113,true,16,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
15,2,114,5,"96' Dream  Team","espn97499985",-16009,"Packers D/ST","DST","GBP",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,114,true,16,,false
15,3,115,3,"Team Allie","ESPNfan6002754219",4569618,"Garrett Wilson","WR","NYJ",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,115,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
15,4,116,8,"Run DKC","1Andrew49er1",3046439,"Hunter Henry","TE","NEP",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,116,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
15,5,117,1,"White Stoners ","21sam05",10621,"Nick Folk","K","NEP",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,117,true,17,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
15,6,118,6,"Its all Ball Bearings","Dylan Detwiler",-16025,"49ers D/ST","DST","SFO",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,118,true,16,,false
15,7,119,2,"Remember The Titans","pjennings0",3051909,"Daniel Carlson","K","OAK",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,119,true,17,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
15,8,120,7,"Buckets DeVos","ESPNFAN2989215412",16757,"Derek Carr","QB","OAK",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,120,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
16,1,121,7,"Buckets DeVos","ESPNFAN2989215412",-16023,"Steelers D/ST","DST","PIT",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,121,true,20,"{AD786CAD-DF03-4D42-8606-040337B4D9B2}",false
16,2,122,2,"Remember The Titans","pjennings0",4383351,"Trey Lance","QB","SFO",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,122,true,20,"{29547B8C-F75D-42CA-8E43-7EC66D1F810D}",false
16,3,123,6,"Its all Ball Bearings","Dylan Detwiler",16339,"Brandon McManus","K","DEN",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,123,true,17,,false
16,4,124,1,"White Stoners ","21sam05",-16005,"Browns D/ST","DST","CLE",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,124,true,16,"{0856CF9A-1407-4985-96CF-9A1407E9853F}",false
16,5,125,8,"Run DKC","1Andrew49er1",3139925,"Rashaad Penny","RB","SEA",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,125,true,20,"{41913F6A-5AEA-48D4-913F-6A5AEA58D4F3}",false
16,6,126,3,"Team Allie","ESPNfan6002754219",4046692,"Chase Claypool","WR","CHI",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,126,true,20,"{B0E72853-9163-4AA3-8F68-7963506777AF}",false
16,7,127,5,"96' Dream  Team","espn97499985",3917232,"Tyler Bass","K","BUF",0,0,false,false,3,2022-08-31 23:43:04.820000Z,false,127,true,17,,false
16,8,128,4,"Royal T","tew 13",3116164,"Mike Gesicki","TE","MIA",0,0,false,false,0,2022-08-31 23:43:04.820000Z,false,128,true,20,"{78B0622F-7A59-4B0F-8176-D0732BD5502D}",false
